time,value
2025-08-27T18:35:50.864741055Z,23.600000381469727
2025-08-27T18:35:52.929705422Z,23.5
2025-08-27T18:35:56.904709359Z,23.600000381469727
2025-08-27T18:36:01.030139312Z,23.5
2025-08-27T18:36:05.00867393Z,23.600000381469727
2025-08-27T18:36:11.049694599Z,23.5
2025-08-27T18:36:17.102720168Z,23.600000381469727
2025-08-27T18:36:27.109838208Z,23.5
2025-08-27T18:36:31.121812305Z,23.600000381469727
2025-08-27T18:36:43.305701178Z,23.5
2025-08-27T18:36:45.24267829Z,23.600000381469727
2025-08-27T18:36:51.275431884Z,23.5
2025-08-27T18:36:53.334721408Z,23.600000381469727
2025-08-27T18:37:05.524937854Z,23.5
2025-08-27T18:37:07.455902965Z,23.600000381469727
2025-08-27T18:37:09.408796625Z,23.5
2025-08-27T18:37:11.46771603Z,23.600000381469727
2025-08-27T18:37:13.408793818Z,23.5
2025-08-27T18:37:15.449661782Z,23.600000381469727
2025-08-27T18:37:19.54470773Z,23.5
2025-08-27T18:37:21.495183293Z,23.600000381469727
2025-08-27T18:37:29.584671286Z,23.5
2025-08-27T18:37:31.529897758Z,23.600000381469727
2025-08-27T18:39:18.222710856Z,23.700000762939453
2025-08-27T18:39:22.32967219Z,23.600000381469727
2025-08-27T18:39:30.309056132Z,23.700000762939453
2025-08-27T18:39:32.349807404Z,23.600000381469727
2025-08-27T18:39:36.369829332Z,23.700000762939453
2025-08-27T18:39:56.528798237Z,23.799999237060547
2025-08-27T18:40:10.649552627Z,23.899999618530273
2025-08-27T18:40:12.616857844Z,23.799999237060547
2025-08-27T18:40:16.702982321Z,23.899999618530273
2025-08-27T18:40:32.789934166Z,24
2025-08-27T18:40:34.825041097Z,23.899999618530273
2025-08-27T18:40:38.811839872Z,24
2025-08-27T18:40:40.74974052Z,23.899999618530273
2025-08-27T18:40:42.814797658Z,24
2025-08-27T18:41:04.928712453Z,24.100000381469727
2025-08-27T18:41:06.979871667Z,24
2025-08-27T18:41:13.014787637Z,24.100000381469727
2025-08-27T18:41:14.95782766Z,24
2025-08-27T18:41:17.022892296Z,24.100000381469727
2025-08-27T18:41:23.054906276Z,24
2025-08-27T18:41:27.033768763Z,24.100000381469727
2025-08-27T18:41:33.089039026Z,24
2025-08-27T18:41:41.174690824Z,24.100000381469727
2025-08-27T18:41:43.214639391Z,24
2025-08-27T18:41:47.20977214Z,24.100000381469727
2025-08-27T18:41:51.209858493Z,24
2025-08-27T18:41:53.254568239Z,24.100000381469727
2025-08-27T18:41:57.248592074Z,24
2025-08-27T18:41:59.304724331Z,24.100000381469727
2025-08-27T18:42:03.2978033Z,24
2025-08-27T18:42:07.516408366Z,24.100000381469727
2025-08-27T18:42:09.444810884Z,24
2025-08-27T18:42:17.429615093Z,24.100000381469727
2025-08-27T18:42:19.488734993Z,24
