gyro_x,gyro_y,gyro_z,timestamp,firebase_key
-6.1,-20.75,6.65,2025-08-22 09:04:04.281112+00:00,-OYG0KIfe7K6HpTBPXFJ
1.34,8.91,-0.49,2025-08-22 09:04:05.283418+00:00,-OYG0KYQoIKMTFUi-pzo
1.4,7.93,-1.22,2025-08-22 09:04:06.285649+00:00,-OYG0KmkBKNCwPTaYh-J
-3.23,-12.33,2.32,2025-08-22 09:04:07.287872+00:00,-OYG0L1ddUdHipGyFATy
0.24,5.49,-0.73,2025-08-22 09:04:08.290156+00:00,-OYG0LGzl-biI5ZB4gRH
0.24,3.42,-0.43,2025-08-22 09:04:09.292366+00:00,-OYG0LWr0itA-8Vm9Rkx
-1.95,-6.84,1.46,2025-08-22 09:04:10.294553+00:00,-OYG0LligHgb687KY77C
0.18,4.39,-0.37,2025-08-22 09:04:11.296893+00:00,-OYG0M-kyZXv6WsXXSYN
-0.43,0.24,0.18,2025-08-22 09:04:12.299228+00:00,-OYG0MFouFoxYVR4Zxgi
-1.1,-2.99,0.79,2025-08-22 09:04:13.301502+00:00,-OYG0MWQ2jDYVqeXk5cV
0.0,3.05,-0.18,2025-08-22 09:04:14.303785+00:00,-OYG0MjrlDfpktkMs_MF
-0.67,-1.34,0.49,2025-08-22 09:04:15.305993+00:00,-OYG0MzPjoDnQObkpkOe
-0.61,-0.31,0.43,2025-08-22 09:04:16.308272+00:00,-OYG0NEfvEOdrVsJq5Js
-0.12,1.28,0.12,2025-08-22 09:04:17.310488+00:00,-OYG0NUR5om49jGZj9g4
-0.67,-1.34,0.43,2025-08-22 09:04:18.312638+00:00,-OYG0NiamF7OF8NS5Jpe
-0.43,0.85,0.18,2025-08-22 09:04:19.314930+00:00,-OYG0NyL_jRJMf2e1yXn
-0.61,-0.37,0.31,2025-08-22 09:04:20.317062+00:00,-OYG0OCYmHEntHReahej
-0.31,0.06,0.24,2025-08-22 09:04:21.319306+00:00,-OYG0OT9gSShwdrt-rib
-0.49,0.18,0.31,2025-08-22 09:04:22.321490+00:00,-OYG0Ohdc-yBEuIEjniS
-0.61,-0.37,0.37,2025-08-22 09:04:23.323784+00:00,-OYG0OwaJKr9MH4y4_O6
-0.49,0.49,0.31,2025-08-22 09:04:24.326092+00:00,-OYG0PB_6-bZyla5dTiU
-0.55,-0.37,0.37,2025-08-22 09:04:25.328336+00:00,-OYG0PRPCDQ3RqYKeTXt
-0.49,0.31,0.31,2025-08-22 09:04:26.330258+00:00,-OYG0PgGca41tEtGWgds
-0.61,-0.06,0.37,2025-08-22 09:04:27.332533+00:00,-OYG0PvTpCQw3qLmGkw6
-0.49,0.06,0.31,2025-08-22 09:04:28.334563+00:00,-OYG0QAPZiJLzZapaHdw
-0.61,0.0,0.24,2025-08-22 09:04:29.336748+00:00,-OYG0QPv63Hw5NtmQ16T
-0.55,-0.06,0.31,2025-08-22 09:04:30.338865+00:00,-OYG0QejljcbJum7tPg8
-0.49,0.12,0.31,2025-08-22 09:04:31.341080+00:00,-OYG0QuMRkTkZDk_O1uY
-0.67,-0.06,0.31,2025-08-22 09:04:32.343219+00:00,-OYG0R9_PkBZ98tb2LtN
-0.55,0.06,0.31,2025-08-22 09:04:33.345423+00:00,-OYG0ROSLi2JR1o3fNys
-0.55,-0.06,0.31,2025-08-22 09:04:34.347620+00:00,-OYG0RdSpsonsYWsWneY
-0.55,0.06,0.31,2025-08-22 09:04:35.349764+00:00,-OYG0RsvK8cYu51B1fWv
-0.49,-0.06,0.37,2025-08-22 09:04:36.352035+00:00,-OYG0S7QpaoRB0NlEfUV
-0.43,0.0,0.31,2025-08-22 09:04:37.354218+00:00,-OYG0SNM5oKODiC1r5bQ
-0.55,0.06,0.31,2025-08-22 09:04:38.356396+00:00,-OYG0Sc7xBs_ijjPnq53
-0.73,0.12,0.31,2025-08-22 09:04:39.358523+00:00,-OYG0SrFSBYNl278yK0v
-0.55,0.0,0.31,2025-08-22 09:04:40.360704+00:00,-OYG0T6SB7nAM3AY7M2T
-0.49,0.06,0.31,2025-08-22 09:04:41.362852+00:00,-OYG0TLtjDSJ2z6FMskz
-0.55,0.0,0.31,2025-08-22 09:04:42.365081+00:00,-OYG0TafoTC4mGY2yDdB
-0.55,0.0,0.31,2025-08-22 09:04:43.367217+00:00,-OYG0Tq7trBddOay6Z6P
-0.61,0.0,0.31,2025-08-22 09:04:44.369424+00:00,-OYG0U4v0lAHelcYXbkf
-0.49,0.0,0.31,2025-08-22 09:04:45.371673+00:00,-OYG0UK_eJylO4z1zFV4
-0.61,0.0,0.31,2025-08-22 09:04:46.373770+00:00,-OYG0U_QzwIpdhP4Ta_U
-0.55,0.06,0.37,2025-08-22 09:04:47.375995+00:00,-OYG0Uob42Az4tUkegpN
-0.55,0.0,0.31,2025-08-22 09:04:48.378135+00:00,-OYG0V3C54wcZdI0X3Rr
-0.49,0.0,0.37,2025-08-22 09:04:49.380296+00:00,-OYG0VJ31Pw1TCH63H8c
-0.55,0.06,0.31,2025-08-22 09:04:50.382484+00:00,-OYG0VYzW6jFTpKdIo7v
-0.55,-0.06,0.31,2025-08-22 09:04:51.384962+00:00,-OYG0VneblvmRIagFU59
-0.49,0.0,0.31,2025-08-22 09:04:52.386875+00:00,-OYG0W2B8rjjk9_bdb7s
-0.55,0.0,0.31,2025-08-22 09:04:53.389060+00:00,-OYG0WH_7XoAaryRTbb8
-0.49,0.0,0.31,2025-08-22 09:04:54.391058+00:00,-OYG0WXlvj4SqFWro49I
-0.49,0.0,0.31,2025-08-22 09:04:55.393310+00:00,-OYG0WlkuZfivFZFT0Ay
-0.55,0.0,0.31,2025-08-22 09:04:56.395437+00:00,-OYG0X0VclW33JQzzOuI
-0.55,0.0,0.37,2025-08-22 09:04:57.397614+00:00,-OYG0XGCO36EZ0CjBHlL
-0.61,0.18,0.43,2025-08-22 09:04:58.399828+00:00,-OYG0XVhrI6EPkidnNx4
35.34,-2.81,-38.64,2025-08-22 09:04:59.402122+00:00,-OYG0XkUruk0XWHnVDWC
-5.13,6.04,9.28,2025-08-22 09:05:00.404213+00:00,-OYG0Y-YKOzazmZ1HR7v
-1.53,-19.1,-6.16,2025-08-22 09:05:01.406536+00:00,-OYG0YEvi75RctGo7uiK
0.37,21.06,7.39,2025-08-22 09:05:02.408746+00:00,-OYG0YUscjTS9xma05YM
-1.89,-3.05,3.91,2025-08-22 09:05:03.410964+00:00,-OYG0YjIbp7fsk7bmIkF
-2.69,-8.61,3.48,2025-08-22 09:05:04.413257+00:00,-OYG0YyjgmBPinr9bnJu
0.98,9.89,-1.1,2025-08-22 09:05:05.415373+00:00,-OYG0ZDtTj_OYIthpoBO
-0.61,-1.04,0.43,2025-08-22 09:05:06.417632+00:00,-OYG0ZT44cs2AzpLbeDw
-1.46,-5.62,1.28,2025-08-22 09:05:07.419886+00:00,-OYG0ZhvPhQrZbW5rdnM
0.43,5.74,-0.79,2025-08-22 09:05:08.422152+00:00,-OYG0ZxQGO8DdZBID1qc
-0.73,-1.71,0.61,2025-08-22 09:05:09.424381+00:00,-OYG0_C7g9h7t1e6840Z
-0.98,-2.62,0.85,2025-08-22 09:05:10.426650+00:00,-OYG0_SD-Ruxnb435a8_
-0.18,3.54,-0.31,2025-08-22 09:05:11.428802+00:00,-OYG0_hbQFF1YnvqJl9q
-0.67,-1.83,0.61,2025-08-22 09:05:12.431092+00:00,-OYG0_wAKYuqqSZdZ1li
-0.79,-0.24,0.43,2025-08-22 09:05:13.433508+00:00,-OYG0aBX1OIVqzzOMHnn
-0.37,1.53,0.0,2025-08-22 09:05:14.435725+00:00,-OYG0aQnpnJr55Kk0bxG
-0.73,-1.59,0.55,2025-08-22 09:05:15.437919+00:00,-OYG0af5G5OjdvW2Ct9T
-0.49,0.79,0.18,2025-08-22 09:05:16.440043+00:00,-OYG0avlSDi0w4o_EiNM
-0.31,0.12,0.37,2025-08-22 09:05:17.442225+00:00,-OYG0b9eauY0m816FvdD
-0.55,-0.61,0.43,2025-08-22 09:05:18.444475+00:00,-OYG0bPHkmbU5kUvthBh
-0.49,0.79,0.18,2025-08-22 09:05:19.446642+00:00,-OYG0bdv5l2L0ZtRRYTf
-0.55,-0.61,0.43,2025-08-22 09:05:20.448912+00:00,-OYG0btrzGFb0O2OzFen
-0.49,0.31,0.31,2025-08-22 09:05:21.451118+00:00,-OYG0c8WzbfaX6fGhzXV
-0.49,0.0,0.31,2025-08-22 09:05:22.453236+00:00,-OYG0cOQps6niGIcz1G1
-0.67,-0.31,0.37,2025-08-22 09:05:23.455570+00:00,-OYG0cceyRfcow2rhTMS
-0.49,0.31,0.31,2025-08-22 09:05:24.457756+00:00,-OYG0csZ9NzKcdn7TCAi
-0.49,-0.24,0.37,2025-08-22 09:05:25.459978+00:00,-OYG0d7OzXs3naafm4xT
-0.43,0.31,0.31,2025-08-22 09:05:26.462150+00:00,-OYG0dMSo_AqYjXZQtpS
-0.49,-0.12,0.37,2025-08-22 09:05:27.464401+00:00,-OYG0ddOpr9bghGnbnxs
-0.61,-0.06,0.37,2025-08-22 09:05:28.466723+00:00,-OYG0dqkkHvygQ-pVe0p
-0.43,0.12,0.31,2025-08-22 09:05:29.468900+00:00,-OYG0e5e2uApNljKBbZA
-0.55,-0.12,0.37,2025-08-22 09:05:30.471127+00:00,-OYG0eM5_JRA16G1XbFl
-0.61,0.24,0.31,2025-08-22 09:05:31.473336+00:00,-OYG0eaBPWqOHvVsRoYo
-0.55,-0.18,0.37,2025-08-22 09:05:32.475626+00:00,-OYG0epLlu0K4Ip7s2n6
-0.55,0.06,0.31,2025-08-22 09:05:33.477733+00:00,-OYG0f46BzfQ-M_B8GK9
-0.55,0.0,0.31,2025-08-22 09:05:34.479713+00:00,-OYG0fK-k2eagyYTsncD
-0.61,0.0,0.37,2025-08-22 09:05:35.481940+00:00,-OYG0fZIpF6HApJgjpyn
-0.55,0.12,0.31,2025-08-22 09:05:36.484123+00:00,-OYG0foCu3lUT8X3qMTn
-0.55,-0.12,0.31,2025-08-22 09:05:37.486416+00:00,-OYG0g2XJU03FaExd1Fl
-0.55,0.06,0.31,2025-08-22 09:05:38.488597+00:00,-OYG0gJAx_tk69434rS1
-0.55,-0.06,0.37,2025-08-22 09:05:39.490906+00:00,-OYG0gY3U5iVeHCQ9SMG
-0.55,0.06,0.31,2025-08-22 09:05:40.493122+00:00,-OYG0gmb8j5cEt7-AJQq
-0.55,0.06,0.31,2025-08-22 09:05:41.494986+00:00,-OYG0h1YDqsmhdmT_0qm
-0.49,0.0,0.37,2025-08-22 09:05:42.497215+00:00,-OYG0hHR7y-HFPXYrdBG
-0.55,0.06,0.31,2025-08-22 09:05:43.499291+00:00,-OYG0hWdN2eAxkQT1Ef4
-0.49,-0.06,0.37,2025-08-22 09:05:44.501536+00:00,-OYG0hmyakN9zxG2MqLt
-0.67,0.06,0.31,2025-08-22 09:05:45.503687+00:00,-OYG0i-vRXGNnLnpTxew
-0.67,0.12,0.31,2025-08-22 09:05:46.505889+00:00,-OYG0iF_HHZfjRzQpDL1
-0.55,-0.24,0.31,2025-08-22 09:05:47.508101+00:00,-OYG0iVaYngVjnLsEe4W
-0.55,0.12,0.31,2025-08-22 09:05:48.510135+00:00,-OYG0ikEvjDzrFBNUZ67
-0.61,0.12,0.37,2025-08-22 09:05:49.512311+00:00,-OYG0j-RBaW48SgkFRNj
-0.49,0.12,0.37,2025-08-22 09:05:50.514518+00:00,-OYG0jESPhBjLTRggXoI
-0.61,-0.24,0.31,2025-08-22 09:05:51.516737+00:00,-OYG0jTy5Sx2gqCEig4z
-0.55,-0.06,0.31,2025-08-22 09:05:52.519157+00:00,-OYG0jigCP0sewEn5fWg
-0.73,0.0,0.37,2025-08-22 09:05:53.521299+00:00,-OYG0k15Z-LySNg23qtY
-0.61,0.0,0.31,2025-08-22 09:05:54.523345+00:00,-OYG0kDExNnLdttjQBiP
-0.67,0.06,0.31,2025-08-22 09:05:55.525569+00:00,-OYG0kSaSbrssct3UAIi
-0.61,0.0,0.37,2025-08-22 09:05:56.527794+00:00,-OYG0kha1BNjoNId0oqC
-0.67,-0.12,0.31,2025-08-22 09:05:57.530057+00:00,-OYG0kx5YV49k0J1EFtU
-0.55,0.0,0.31,2025-08-22 09:05:58.532244+00:00,-OYG0lBOPwHgNVdScu7w
-0.55,0.06,0.31,2025-08-22 09:05:59.534372+00:00,-OYG0lRJUSjQYH65RLf6
-0.55,0.0,0.31,2025-08-22 09:06:00.536474+00:00,-OYG0lgkj91jpnyMtLgu
-0.55,0.0,0.31,2025-08-22 09:06:01.538697+00:00,-OYG0lvRu3QZ_hGkvBdb
-0.49,0.0,0.37,2025-08-22 09:06:02.540819+00:00,-OYG0mB3xNOSrxIYD4Y8
-0.55,0.0,0.31,2025-08-22 09:06:03.543050+00:00,-OYG0mPfbhvPKkrWRLwu
-0.61,0.12,0.31,2025-08-22 09:06:04.545233+00:00,-OYG0me9SWJdnW6hZ3bZ
-0.61,0.18,0.37,2025-08-22 09:06:05.547348+00:00,-OYG0muaQwP-mmWMBxKv
-0.55,-15.63,0.31,2025-08-22 09:06:06.549678+00:00,-OYG0n8Yr0vaD8DrejDZ
-0.55,0.06,0.31,2025-08-22 09:06:07.551847+00:00,-OYG0nOMNBd9OIZxK6ZO
41.44,-226.93,-197.2,2025-08-22 09:06:08.554195+00:00,-OYG0ncqKxn-TfkEnLhS
3.11,-17.4,29.3,2025-08-22 09:06:09.556484+00:00,-OYG0nscBNiW3_fvSDZl
-21.85,184.45,252.99,2025-08-22 09:06:10.558683+00:00,-OYG0o76DwF5VV0gVFFk
58.11,117.49,104.92,2025-08-22 09:06:11.560911+00:00,-OYG0oOpgpJVFsk25G2g
251.83,-7.75,31.31,2025-08-22 09:06:12.563183+00:00,-OYG0ocCN-g77iyyMw_n
-2.56,21.3,24.84,2025-08-22 09:06:13.565434+00:00,-OYG0osVVtHBGM6eAY-_
-3.42,2.75,-0.85,2025-08-22 09:06:14.567621+00:00,-OYG0p5vd0hUO_oCzn3S
0.31,-4.33,-1.4,2025-08-22 09:06:15.570112+00:00,-OYG0pLSvzkHZBeYezLj
-1.28,2.44,0.67,2025-08-22 09:06:16.572154+00:00,-OYG0paju_HXMjc34SPj
-0.73,-1.1,0.55,2025-08-22 09:06:17.574576+00:00,-OYG0pptwDQtVEs-Jqn9
-0.43,0.37,0.0,2025-08-22 09:06:18.576352+00:00,-OYG0q4n0iu6T7_rhZKB
-0.73,0.24,-0.49,2025-08-22 09:06:19.578525+00:00,-OYG0qNLbABg-GCW28_I
-0.31,0.24,0.0,2025-08-22 09:06:20.580727+00:00,-OYG0q_LfrIANhdqrgGq
-0.37,0.18,0.0,2025-08-22 09:06:21.582714+00:00,-OYG0qouyQktd5BE7UOM
0.06,-0.18,0.12,2025-08-22 09:06:22.584962+00:00,-OYG0r4ED-1dwU2brS6v
0.06,0.18,0.24,2025-08-22 09:06:23.587196+00:00,-OYG0rJFjnFk9PXUkYCw
-0.61,-0.06,0.31,2025-08-22 09:06:24.589436+00:00,-OYG0rYqb-oyNIrNug6F
-0.37,-0.12,0.18,2025-08-22 09:06:25.591542+00:00,-OYG0rnEVUvSaINWUk7L
-0.92,-0.18,0.67,2025-08-22 09:06:26.593763+00:00,-OYG0s2Xj3nj_An4APpG
-0.37,0.31,0.0,2025-08-22 09:06:27.595745+00:00,-OYG0sHeLhCn3uX6bDqR
-0.24,0.0,0.18,2025-08-22 09:06:28.597932+00:00,-OYG0sXWrdWL2EJUFTBP
-0.61,0.06,0.37,2025-08-22 09:06:29.600080+00:00,-OYG0smWaZfn8IP_Tbl1
-0.49,0.0,0.43,2025-08-22 09:06:30.602287+00:00,-OYG0t0dqSRQ9BvyPcYv
-0.43,-0.12,0.61,2025-08-22 09:06:31.604570+00:00,-OYG0tGm8h91iFjVyi8M
-0.73,0.06,0.55,2025-08-22 09:06:32.606745+00:00,-OYG0tWLkSjbtZVCwV8v
-0.61,-0.12,0.43,2025-08-22 09:06:33.609003+00:00,-OYG0tksCJWYTuJ_DS80
-0.55,0.06,0.37,2025-08-22 09:06:34.611408+00:00,-OYG0u-dR-HEzn1qkzLm
-0.61,0.12,0.43,2025-08-22 09:06:35.613426+00:00,-OYG0uFNF_lXxfYJ-H5Z
-0.55,0.06,0.18,2025-08-22 09:06:36.615621+00:00,-OYG0uUyWBuRhlAnUKAj
-0.55,0.12,0.37,2025-08-22 09:06:37.617868+00:00,-OYG0ujHRuGUjlsjt0XI
-0.55,-0.06,0.37,2025-08-22 09:06:38.620153+00:00,-OYG0uz10EZClUP35kCf
-0.55,0.0,0.18,2025-08-22 09:06:39.622288+00:00,-OYG0vDajRmGowb5oNiR
-0.49,0.0,0.37,2025-08-22 09:06:40.624469+00:00,-OYG0vSypzY6NKnDowmH
-0.55,0.18,0.24,2025-08-22 09:06:41.626623+00:00,-OYG0vhgSDslF0ZG6mf_
-0.55,0.24,0.18,2025-08-22 09:06:42.628809+00:00,-OYG0vxKy9NipfVBwCuI
-0.49,0.06,0.12,2025-08-22 09:06:43.630983+00:00,-OYG0wC6WG78ienhFY_9
-0.67,0.06,0.37,2025-08-22 09:06:44.633225+00:00,-OYG0wSVg8gO7abM-Or7
-0.61,0.12,0.0,2025-08-22 09:06:45.635473+00:00,-OYG0whq2QnCkbrYCLZ4
-0.92,-0.85,0.73,2025-08-22 09:06:46.637729+00:00,-OYG0wxoMqANAjX_LvOP
-1.04,-0.55,0.79,2025-08-22 09:06:47.639929+00:00,-OYG0xBgn4G1lKtUY3qx
-0.79,-0.61,-0.55,2025-08-22 09:06:48.642336+00:00,-OYG0xR-Bmmusmu3V061
-0.55,-0.06,0.31,2025-08-22 09:06:49.644587+00:00,-OYG0xfpQduOOJhW93AT
-0.31,-0.31,0.61,2025-08-22 09:06:50.646920+00:00,-OYG0xuwStHUC72Zlct6
-1.28,-0.24,0.92,2025-08-22 09:06:51.649055+00:00,-OYG0y9qT-B4XlaTziYA
-0.24,0.24,0.24,2025-08-22 09:06:52.651309+00:00,-OYG0yPfAWeGSLQzf4oI
-0.98,0.18,0.18,2025-08-22 09:06:53.653590+00:00,-OYG0yfHNhTGlU6HHFit
-0.31,0.06,0.55,2025-08-22 09:06:54.655796+00:00,-OYG0ytt0FpoRpiLIgsz
-0.61,0.06,-0.12,2025-08-22 09:06:55.658169+00:00,-OYG0z99l0tsORxurj-W
-0.55,0.18,0.12,2025-08-22 09:06:56.660482+00:00,-OYG0zNNkQMj4JlV0A23
-1.04,0.0,0.31,2025-08-22 09:06:57.662665+00:00,-OYG0zcKEdkWgHTuWx1-
-1.22,0.06,0.37,2025-08-22 09:06:58.664894+00:00,-OYG0zsZdSQ-MDT9gJCv
0.31,0.06,0.0,2025-08-22 09:06:59.667061+00:00,-OYG1-74VedEiElFF8BV
-0.18,0.0,0.73,2025-08-22 09:07:00.669343+00:00,-OYG1-N2E15mwrMlz6Ev
-0.55,0.18,0.37,2025-08-22 09:07:01.671618+00:00,-OYG1-bLs0L5X8iz57T3
-0.61,0.0,0.18,2025-08-22 09:07:02.673789+00:00,-OYG1-rL2atMCIJpUng0
-1.22,0.18,0.18,2025-08-22 09:07:03.676084+00:00,-OYG105Fi9OQ8mRcPpya
-0.98,0.06,0.12,2025-08-22 09:07:04.678314+00:00,-OYG10Lenf1d20eC9R-H
-0.43,0.0,0.37,2025-08-22 09:07:05.680521+00:00,-OYG10aBIVwOu-Up39iq
-1.16,-0.12,0.43,2025-08-22 09:07:06.682904+00:00,-OYG10qXeJcwXEWnouOX
0.24,0.24,0.0,2025-08-22 09:07:07.685271+00:00,-OYG114VbZx38kg4ZLG9
-0.18,0.61,0.06,2025-08-22 09:07:08.687459+00:00,-OYG11J_1kWDBG1u_H_J
-0.61,0.24,0.18,2025-08-22 09:07:09.689830+00:00,-OYG11ZuO3TQgr0ljNKn
-0.37,0.0,0.37,2025-08-22 09:07:10.691893+00:00,-OYG11oJKPlq9hZXeLwl
-1.04,0.0,0.43,2025-08-22 09:07:11.694121+00:00,-OYG122o-q7Gqtt6mnjv
-0.55,0.18,0.18,2025-08-22 09:07:12.696373+00:00,-OYG12IAcRwVI7wwk2TU
-0.49,0.0,0.37,2025-08-22 09:07:13.698562+00:00,-OYG12YY5QjST-cTsO-i
-0.73,-0.49,0.92,2025-08-22 09:07:14.700836+00:00,-OYG12mU7SypPQRK-loe
-0.55,0.12,0.37,2025-08-22 09:07:15.703090+00:00,-OYG131SbBuAIExB2MY8
-0.55,-0.49,0.24,2025-08-22 09:07:16.705345+00:00,-OYG13GujjGIvzyxfmhj
-0.49,0.55,0.12,2025-08-22 09:07:17.707596+00:00,-OYG13XaAraK6jSWdwb9
-0.55,-0.55,0.43,2025-08-22 09:07:18.709863+00:00,-OYG13lU3ih8VjbfysyW
-0.55,0.37,0.31,2025-08-22 09:07:19.712022+00:00,-OYG140BkJy612RDdxxV
-0.55,-0.18,0.37,2025-08-22 09:07:20.714340+00:00,-OYG14FKsEpk1djUhIpS
-0.49,0.06,0.31,2025-08-22 09:07:21.716547+00:00,-OYG14V_bxk2HDLPsg9A
-0.55,-0.12,0.31,2025-08-22 09:07:22.718870+00:00,-OYG14kXeh0n9__NL0PQ
-0.61,0.24,0.37,2025-08-22 09:07:23.721040+00:00,-OYG14zwisNnX_jSJa7r
-0.55,-0.06,0.31,2025-08-22 09:07:24.723277+00:00,-OYG15EaS9mqXWzi2Xfq
-0.55,0.06,0.37,2025-08-22 09:07:25.725506+00:00,-OYG15UUjHVx0YRsNXJS
-0.55,0.0,0.31,2025-08-22 09:07:26.727854+00:00,-OYG15iXPnbp9z80dQgg
-0.31,0.24,0.06,2025-08-22 09:07:27.730055+00:00,-OYG15yh0sKhEAzePIfw
-0.49,0.18,0.12,2025-08-22 09:07:28.732208+00:00,-OYG16D1ly-4dR_QVRpE
-0.06,-0.06,0.31,2025-08-22 09:07:29.734667+00:00,-OYG16SRi9dGtE9i5Whx
-4.21,-5.68,14.28,2025-08-22 09:07:30.737015+00:00,-OYG16h0BMiBggu8si57
-0.43,3.23,0.67,2025-08-22 09:07:31.739246+00:00,-OYG16wkrgKoJ0hDx5k0
-1.28,-5.92,1.71,2025-08-22 09:07:32.741441+00:00,-OYG17Byu9CK1mO1UmoN
0.0,-0.79,-1.4,2025-08-22 09:07:33.743781+00:00,-OYG17RN6da5q5CAuGGh
-1.77,4.03,0.43,2025-08-22 09:07:34.745984+00:00,-OYG17gOF0Ibt20_4MGt
-0.67,-2.38,0.37,2025-08-22 09:07:35.748209+00:00,-OYG17vkd3Gp94wHAm39
-0.49,0.67,0.31,2025-08-22 09:07:36.750446+00:00,-OYG18B8mnGc6otZghlB
-0.73,-0.79,0.43,2025-08-22 09:07:37.752987+00:00,-OYG18Q4sR8uOaSr0Wl_
-0.61,0.31,0.31,2025-08-22 09:07:38.755203+00:00,-OYG18fTjrqzsveebYuh
-0.43,0.0,0.37,2025-08-22 09:07:39.757399+00:00,-OYG18uFxo_EUSZYp-PP
-1.46,0.31,1.95,2025-08-22 09:07:40.759629+00:00,-OYG198bkwSpOXBuE_NX
-0.06,-3.05,0.0,2025-08-22 09:07:41.761967+00:00,-OYG19OAJnjizfzrVXv2
-0.24,1.28,-0.55,2025-08-22 09:07:42.764247+00:00,-OYG19d9AD6hdfTzk-Ky
-0.37,-0.06,0.06,2025-08-22 09:07:43.766484+00:00,-OYG19sikWovivcDnR2d
-0.61,-0.85,0.55,2025-08-22 09:07:44.768768+00:00,-OYG1A7uFZz6PNAm_MOf
-0.61,1.34,0.24,2025-08-22 09:07:45.770959+00:00,-OYG1ANAhoZqTXBtm20D
-0.61,-1.1,0.55,2025-08-22 09:07:46.773258+00:00,-OYG1AblCY5xN20zT7GD
-0.85,-0.24,-0.06,2025-08-22 09:07:47.775573+00:00,-OYG1ArZiVsxHLYgxqFF
1.1,-0.55,-1.95,2025-08-22 09:07:48.777819+00:00,-OYG1B6U3BbvzJQ2KKzP
0.24,0.73,-1.04,2025-08-22 09:07:49.780078+00:00,-OYG1BLSGVLmnyCGlZtK
-0.18,0.18,-0.06,2025-08-22 09:07:50.782423+00:00,-OYG1Bazis9F8nNx_kNm
-0.85,0.49,0.49,2025-08-22 09:07:51.784600+00:00,-OYG1BqStIM10mOsZdMw
-0.98,0.79,0.18,2025-08-22 09:07:52.786884+00:00,-OYG1C4NjvtKvh7gJ0Bh
0.18,-0.92,0.79,2025-08-22 09:07:53.789380+00:00,-OYG1CKU6qJr76SqQdHA
-0.12,-0.24,-0.06,2025-08-22 09:07:54.791677+00:00,-OYG1C_4Z8ZCcMR9Fzmx
-0.31,-0.85,0.73,2025-08-22 09:07:55.793978+00:00,-OYG1Codh-tZdIhZZ4er
-0.55,0.18,0.49,2025-08-22 09:07:56.796087+00:00,-OYG1D3yc-XCmyWy1YoF
-0.55,0.12,0.43,2025-08-22 09:07:57.798342+00:00,-OYG1DJHO48_f2nP35TL
-0.55,-0.18,0.37,2025-08-22 09:07:58.800728+00:00,-OYG1DYi3RMp_vLdJr0Y
-0.55,0.24,0.24,2025-08-22 09:07:59.802921+00:00,-OYG1DnPlgYbs08fUzVc
-0.55,-0.24,0.37,2025-08-22 09:08:00.805214+00:00,-OYG1E1vR6IJ1lbshmm_
-0.55,0.24,0.31,2025-08-22 09:08:01.807534+00:00,-OYG1EHOwDme7ULFDFeN
-0.49,-0.06,0.37,2025-08-22 09:08:02.809804+00:00,-OYG1EXS94U0PRrmKije
-0.55,0.06,0.31,2025-08-22 09:08:03.812057+00:00,-OYG1Em5QPdTXrrSPmrM
-0.49,0.06,0.31,2025-08-22 09:08:04.814317+00:00,-OYG1F0q6N1q2E5wEZmO
-0.49,-0.18,0.31,2025-08-22 09:08:05.816622+00:00,-OYG1FHT_FEE8INKi4_-
-0.55,0.12,0.31,2025-08-22 09:08:06.818937+00:00,-OYG1FX6piqVPM1NrYgu
-0.55,-0.06,0.37,2025-08-22 09:08:07.821085+00:00,-OYG1FkghgX4HDCoS3Wn
-0.55,0.12,0.31,2025-08-22 09:08:08.823343+00:00,-OYG1G-Zr99VYVp0TJSW
-0.55,0.0,0.37,2025-08-22 09:08:09.825798+00:00,-OYG1GF-Wy0Z40Z6CcqO
-0.55,0.0,0.31,2025-08-22 09:08:10.827905+00:00,-OYG1GVe0bP3IXQzmwHY
-0.55,0.06,0.31,2025-08-22 09:08:11.830145+00:00,-OYG1GjNsB77DTIhif2P
-0.55,0.0,0.37,2025-08-22 09:08:12.832483+00:00,-OYG1Gyd0OJEXCL8y4B9
-0.55,0.06,0.31,2025-08-22 09:08:13.834770+00:00,-OYG1HEHLXhm8KCVSXhC
-0.55,-0.06,0.31,2025-08-22 09:08:14.837089+00:00,-OYG1HTMKGJzlGzUMlLz
-0.61,0.12,0.37,2025-08-22 09:08:15.839251+00:00,-OYG1HiJCo8R8A6sXNqx
-0.49,0.06,0.49,2025-08-22 09:08:16.841456+00:00,-OYG1HxtxjMyw6tb8q7n
-0.61,0.06,0.31,2025-08-22 09:08:17.843841+00:00,-OYG1IC26EPCFscLzJd1
-0.55,0.0,0.24,2025-08-22 09:08:18.846078+00:00,-OYG1IRzzOW5QV4_srPr
-0.55,-0.06,0.37,2025-08-22 09:08:19.848274+00:00,-OYG1IgnHP3XnrLCjke6
-0.55,0.06,0.37,2025-08-22 09:08:20.850610+00:00,-OYG1IwiZiPKT1-vWFNq
-0.55,0.0,0.37,2025-08-22 09:08:21.852799+00:00,-OYG1JAU2aAE-RPBnT_U
-0.55,0.06,0.37,2025-08-22 09:08:22.855047+00:00,-OYG1JQebTjJ8GY-UVy8
-0.55,-0.06,0.31,2025-08-22 09:08:23.857574+00:00,-OYG1Jew6T4WoB22Pgef
-0.55,0.06,0.31,2025-08-22 09:08:24.859778+00:00,-OYG1Juz9IcHUwMHqs5X
