# Sensor Log File
# timestamp_ms = time since Arduino started (milliseconds)
# temperature_C = temperature from DHT22 (°C)
# humidity_percent = relative humidity from DHT22 (%)
# distance_cm = distance from HC-SR04 ultrasonic sensor (cm)
timestamp_ms,temperature_C,humidity_percent,distance_cm
2722489,20.30,52.40,15.98
2724496,20.20,52.60,15.98
2726504,20.30,52.50,15.98
2728512,20.30,52.60,16.10
2730520,20.20,52.50,15.98
2732527,20.20,52.50,15.98
2734535,20.30,52.60,15.98
2736543,20.30,52.60,16.08
2738551,20.30,52.60,15.98
2740558,20.20,52.50,15.96
2742566,20.20,52.60,15.98
2744574,20.20,52.60,15.98
2746582,20.20,52.40,15.98
2748589,20.20,52.60,15.98
2750597,20.30,52.50,15.98
2752605,20.20,52.60,16.01
2754612,20.20,52.60,15.98
2756619,20.20,52.60,15.98
2758627,20.20,52.50,15.98
2760635,20.20,52.50,16.01
2762642,20.20,52.50,15.98
2764651,20.20,52.60,15.98
2766659,20.20,52.70,15.98
2768667,20.20,52.60,15.98
2770675,20.20,52.60,15.98
2772682,20.20,52.70,15.96
2774690,20.20,52.50,15.96
2776698,20.20,52.70,15.98
2778706,20.20,52.60,15.98
2780714,20.20,52.60,16.01
2782721,20.20,52.60,15.98
2784730,20.20,52.70,16.00
2786738,20.20,52.60,15.98
2788746,20.20,52.60,16.00
2790754,20.20,52.60,15.98
2792761,20.20,52.60,15.98
2794769,20.20,52.50,15.98
2796776,20.20,52.60,15.98
2798784,20.20,52.60,15.98
2800792,20.20,52.60,15.98
2802801,20.20,52.60,15.98
2804809,20.20,52.50,15.98
2806817,20.20,52.50,15.98
2808825,20.20,52.70,15.98
2810832,20.20,52.60,16.00
2812840,20.20,52.60,15.98
2814847,20.20,52.60,15.98
2816855,20.20,52.60,15.98
2818862,20.20,52.50,16.00
2820871,20.20,52.50,15.98
2822880,20.20,52.60,15.98
2824888,20.20,52.60,15.98
2826896,20.20,52.60,15.98
2828903,20.20,52.50,15.98
2830911,20.20,52.60,16.00
2832919,20.20,52.60,16.00
2834928,20.20,52.60,16.00
2836935,20.20,52.50,15.98
2838944,20.20,52.60,15.98
2840952,20.20,52.70,15.98
2842960,20.20,52.60,15.98
2844967,20.20,52.60,15.98
2846975,20.20,52.50,15.98
2848983,20.20,52.70,15.98
2850991,20.20,52.60,15.98
2852998,20.20,52.60,15.98
2855006,20.20,52.70,15.98
2857014,20.20,52.70,15.96
2859022,20.20,52.50,15.98
2861030,20.20,52.60,15.98
2863037,20.20,52.60,15.98
2865045,20.20,52.60,16.01
2867053,20.20,52.60,15.98
2869060,20.20,52.50,16.00
2871068,20.20,52.50,15.98
2873076,20.20,52.60,16.00
2875083,20.20,52.60,15.98
2877090,20.20,52.60,15.98
2879098,20.20,52.50,15.98
2881106,20.20,52.60,15.98
2883114,20.20,52.70,16.00
2885122,20.20,52.50,15.98
2887130,20.10,52.60,15.98
2889138,20.10,52.60,15.98
2891145,20.20,52.60,16.00
2893153,20.20,52.70,15.98
2895161,20.20,52.60,15.98
2897169,20.20,52.50,15.98
2899177,20.20,52.70,15.98
2901185,20.20,52.60,16.03
2903192,20.10,52.70,15.96
2905199,20.10,52.60,15.98
