timestamp,x,y,z
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.488,0.183,0.366
1.75696E+12,-0.427,0.122,0.427
1.75696E+12,-0.488,0.122,0.305
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.061,0.305
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.977,0.122,0.244
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.671,0.061,0.305
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.732,0.061,0.427
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.061,0.305
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.854,0.122,0.305
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.488,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.854,0.061,0.305
1.75696E+12,-0.793,0.122,0.305
1.75696E+12,-0.732,0.122,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.671,0.061,0.305
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.488,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.671,0.061,0.305
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.854,0.061,0.305
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.854,0.061,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.61,0.061,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.427,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.732,0.061,0.305
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.793,0.122,0.305
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.305
1.75696E+12,-0.793,0.122,0.305
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.122,0.305
1.75696E+12,-0.732,0.061,0.305
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.427,0.183,0.427
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.488,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.183,0.427
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.488,0.122,0.366
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.305
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.488,0.122,0.427
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.854,0.061,0.305
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.183,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.427,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.183,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.854,0.122,0.305
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.732,0.061,0.305
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.732,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.61,0.183,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.793,0.122,0.427
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.488,0.183,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.61,0.183,0.427
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.549,0.183,0.305
1.75696E+12,-0.488,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.854,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.122,0.366
1.75696E+12,-0.671,0.122,0.427
1.75696E+12,-0.793,0.122,0.305
1.75696E+12,-0.793,0.122,0.305
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.61,0.122,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.732,0.061,0.366
1.75696E+12,-0.671,0.061,0.305
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.549,0.122,0.427
1.75696E+12,-0.488,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.366
1.75696E+12,-0.671,0.183,0.366
1.75696E+12,-0.549,0.183,0.427
1.75696E+12,-0.488,0.244,0.427
1.75696E+12,-0.549,0.244,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.549,0.183,0.366
1.75696E+12,-0.671,0.183,0.427
1.75696E+12,-0.61,0.122,0.366
1.75696E+12,-0.732,0.122,0.427
1.75696E+12,-0.793,0.061,0.366
1.75696E+12,-0.793,0.061,0.305
1.75696E+12,-0.854,0.061,0.305
1.75696E+12,-0.793,0.122,0.366
1.75696E+12,-0.671,0.061,0.366
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.549,0.244,0.427
1.75696E+12,-0.549,0.122,0.366
1.75696E+12,-0.61,0.183,0.366
