timestamp,z
2025-09-16T13:17:02.588610,-0.994110107421875
2025-09-16T13:17:06.632242,-0.994293212890625
2025-09-16T13:17:09.654307,-0.9941558837890625
2025-09-16T13:17:12.678987,-0.9937286376953125
2025-09-16T13:17:15.708647,-0.993865966796875
2025-09-16T13:17:18.737250,-0.9928436279296875
2025-09-16T13:17:21.759709,-0.9927520751953125
2025-09-16T13:17:24.791275,-0.994720458984375
2025-09-16T13:17:27.817896,-0.992706298828125
2025-09-16T13:17:30.851163,-0.9939422607421875
2025-09-16T13:17:33.882823,-0.9945220947265625
2025-09-16T13:17:36.898176,-0.99249267578125
2025-09-16T13:17:40.935875,-0.991851806640625
2025-09-16T13:17:43.949384,-0.9917449951171875
2025-09-16T13:17:46.982400,-0.9942474365234375
2025-09-16T13:17:50.001384,-0.99017333984375
2025-09-16T13:17:53.018902,-0.9930267333984375
2025-09-16T13:17:56.049794,-0.9951171875
2025-09-16T13:17:59.074977,-0.988800048828125
2025-09-16T13:18:02.086386,-0.9896240234375
2025-09-16T13:18:05.111201,-0.994232177734375
2025-09-16T13:18:08.121573,-0.9946441650390625
2025-09-16T13:18:11.156712,-0.9940643310546875
2025-09-16T13:18:15.175176,-0.993133544921875
2025-09-16T13:18:18.207656,-0.993072509765625
2025-09-16T13:18:21.239022,-0.9933319091796875
2025-09-16T13:18:24.268621,-0.99493408203125
2025-09-16T13:18:27.309361,-0.991607666015625
2025-09-16T13:18:30.330153,-0.995086669921875
2025-09-16T13:18:33.349334,-0.995025634765625
2025-09-16T13:18:36.356592,-0.9951171875
2025-09-16T13:18:39.381459,-0.9935150146484375
2025-09-16T13:18:42.417143,-0.9931182861328125
2025-09-16T13:18:45.444279,-0.993927001953125
2025-09-16T13:18:48.465189,-0.98919677734375
2025-09-16T13:18:52.481257,-0.992218017578125
2025-09-16T13:18:55.496264,-0.9931793212890625
2025-09-16T13:18:58.517326,-0.9925537109375
2025-09-16T13:19:01.534348,-0.993377685546875
2025-09-16T13:19:04.559502,-0.9927520751953125
2025-09-16T13:19:07.602318,-0.99365234375
2025-09-16T13:19:10.625118,-0.99517822265625
2025-09-16T13:19:13.636399,-0.9935150146484375
2025-09-16T13:19:16.660375,-0.9916839599609375
2025-09-16T13:19:19.681512,-0.993499755859375
2025-09-16T13:19:22.717116,-0.99322509765625
2025-09-16T13:19:26.767012,-0.992095947265625
2025-09-16T13:19:29.779414,-0.9936065673828125
2025-09-16T13:19:32.810129,-0.991973876953125
2025-09-16T13:19:35.835624,-0.9923095703125
2025-09-16T13:19:38.863321,-0.9923858642578125
2025-09-16T13:19:41.884281,-0.993438720703125
2025-09-16T13:19:44.912618,-0.9933319091796875
2025-09-16T13:19:47.932542,-0.9926910400390625
2025-09-16T13:19:50.956675,-0.9940185546875
2025-09-16T13:19:53.978369,-0.9929962158203125
2025-09-16T13:19:57.002878,-0.992095947265625
2025-09-16T13:20:01.031543,-0.9936676025390625
2025-09-16T13:20:04.064343,-0.9945831298828125
2025-09-16T13:20:07.083178,-0.9936065673828125
2025-09-16T13:20:10.116997,-0.9939117431640625
2025-09-16T13:20:13.161587,-0.9938201904296875
2025-09-16T13:20:16.190080,-0.992706298828125
2025-09-16T13:20:19.214347,-0.9922332763671875
2025-09-16T13:20:22.251182,-0.9939117431640625
2025-09-16T13:20:25.288191,-0.9957122802734375
